day.collected,month.collected,day.processed,month.processed,year,outplant.treatment,outplant.transect,researcher.initials,site,shoot.id,shoot.length,sheath.length,no.leaves,leaf.no,leaf.length,lesion.pc,lesion.present,grazing.scar.pc,broken.tip,below.sheath,lv.egg.case,botrylloides.pc,spirochete.worm,tissue.sample,notes
3,may,8,may,2017,NA,NA,JG,nahant,23,42.5,15,5,1,27.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,23,42.5,15,5,2,27,1,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,JG,nahant,23,42.5,15,5,3,14,0,0,0,1,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,23,42.5,15,5,4,25,1,1,0,0,0,1,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,23,42.5,15,5,5,22.5,5,1,5,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,24,43,13,4,1,22,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,24,43,13,4,2,28,1,1,1,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,24,43,13,4,3,30,1,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,JG,nahant,24,43,13,4,4,25.5,5,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,25,37,12,5,1,6.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,25,37,12,5,2,18,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,25,37,12,5,3,25,0,0,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,JG,nahant,25,37,12,5,4,17.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,JG,nahant,25,37,12,5,5,13.5,0,0,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,26,43,13.5,5,1,17.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,26,43,13.5,5,2,29,0.5,1,0,0,0,1,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,26,43,13.5,5,3,29.5,0,0,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,26,43,13.5,5,4,27,0.5,1,0,0,1,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,26,43,13.5,5,5,28,20,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,27,53.5,31,7,1,13.5,1,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,27,53.5,31,7,2,22,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,27,53.5,31,7,3,22.5,0,0,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,27,53.5,31,7,4,22,1,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,27,53.5,31,7,5,21,5,1,0,0,1,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,27,53.5,31,7,6,24,5,1,0.5,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,27,53.5,31,7,7,24,1,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,28,23,6,4,1,10,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,28,23,6,4,2,13,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,28,23,6,4,3,17,0,0,0,0,0,5,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,28,23,6,4,4,14,0,0,0,0,0,2,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,29,21,8,6,1,2.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,29,21,8,6,2,13,0,0,0,0,0,1,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,29,21,8,6,3,13,0.5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,29,21,8,6,4,16,0,0,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,29,21,8,6,5,13,0.5,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,29,21,8,6,6,11,10,1,5,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,30,47.5,17,6,1,18.5,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,30,47.5,17,6,2,30.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,30,47.5,17,6,3,30.5,0.5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,30,47.5,17,6,4,26.5,1,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,30,47.5,17,6,5,23.5,10,1,0,0,1,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,30,47.5,17,6,6,23.5,20,1,1,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,31,47,14,5,1,11,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,31,47,14,5,2,28.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,31,47,14,5,3,33,0.5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,31,47,14,5,4,30,1,1,0,0,1,1,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,31,47,14,5,5,32.5,1,1,0,0,1,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,32,39.5,12,5,1,3.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,32,39.5,12,5,2,18.5,1,1,0,0,0,2,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,32,39.5,12,5,3,27.5,5,1,0,0,0,3,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,32,39.5,12,5,4,26,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,32,39.5,12,5,5,17,5,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,33,47.5,14.5,6,1,8,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,33,47.5,14.5,6,2,18,0,0,0,1,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,33,47.5,14.5,6,3,29,0,0,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,33,47.5,14.5,6,4,33,5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,33,47.5,14.5,6,5,36,5,1,0.5,0,1,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,33,47.5,14.5,6,6,41.5,10,1,0,0,1,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,34,32.5,10,5,1,1,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,34,32.5,10,5,2,13.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,34,32.5,10,5,3,22.5,0,0,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,34,32.5,10,5,4,16,0,0,0.5,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,34,32.5,10,5,5,11.5,0.5,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,35,23.5,7.5,4,1,13,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,35,23.5,7.5,4,2,16,1,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,35,23.5,7.5,4,3,13,5,1,1,1,1,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,35,23.5,7.5,4,4,16.5,40,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,36,37,9.5,6,1,0,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,36,37,9.5,6,2,18,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,36,37,9.5,6,3,27.5,0,0,0,0,0,1,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,36,37,9.5,6,4,23.5,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,36,37,9.5,6,5,21,0.5,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,36,37,9.5,6,6,20,1,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,37,65.5,19.5,6,1,5.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,37,65.5,19.5,6,2,32,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,37,65.5,19.5,6,3,46,0.5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,37,65.5,19.5,6,4,35.5,0.5,1,1,1,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,37,65.5,19.5,6,5,31,10,1,1,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,37,65.5,19.5,6,6,49,5,1,0,0,1,0,0,NA,0,some damage on leaf edge
3,may,8,may,2017,NA,NA,FS,nahant,38,43,12,4,1,19.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,38,43,12,4,2,31,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,38,43,12,4,3,26,5,1,5,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,38,43,12,4,4,23,5,1,0.5,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,39,36.5,12.5,6,1,3,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,39,36.5,12.5,6,2,14,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,39,36.5,12.5,6,3,24,0.5,1,0,0,0,3,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,39,36.5,12.5,6,4,24,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,39,36.5,12.5,6,5,15.5,20,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,39,36.5,12.5,6,6,19,0.5,1,0,1,1,0,0,NA,0,some damage on leaf edge
3,may,8,may,2017,NA,NA,FS,nahant,40,26,8,4,1,4.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,40,26,8,4,2,14.5,0,0,0,0,0,1,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,40,26,8,4,3,18,1,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,40,26,8,4,4,11.5,0.5,1,0,0,1,2,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,41,54,15,5,1,10,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,41,54,15,5,2,28.5,0,0,0,0,0,1,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,41,54,15,5,3,39,0.5,1,0,0,0,1,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,41,54,15,5,4,27,1,1,1,1,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,41,54,15,5,5,28,5,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,42,32,10,6,1,4.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,42,32,10,6,2,15,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,42,32,10,6,3,22,0,0,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,42,32,10,6,4,21,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,42,32,10,6,5,18.5,0.5,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,42,32,10,6,6,18.5,10,1,0.5,0,1,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,43,27.5,9,4,1,9.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,43,27.5,9,4,2,18.5,0,0,0,0,0,3,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,43,27.5,9,4,3,15,5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,43,27.5,9,4,4,13,0,0,0,0,0,1,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,44,55.5,14,5,1,19.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,44,55.5,14,5,2,34.5,0.5,1,10,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,44,55.5,14,5,3,41.5,1,1,1,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,44,55.5,14,5,4,3,0,0,10,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,44,55.5,14,5,5,37.5,10,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,45,44,14,6,1,18.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,45,44,14,6,2,30,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,45,44,14,6,3,29,0.5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,45,44,14,6,4,24.5,1,1,1,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,45,44,14,6,5,24,1,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,45,44,14,6,6,30.5,50,1,0,0,1,0,0,NA,0,some damage on leaf edge
3,may,8,may,2017,NA,NA,FS,nahant,46,69.5,18.5,6,1,18.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,46,69.5,18.5,6,2,42,0.5,1,0.5,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,46,69.5,18.5,6,3,51,1,1,0.5,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,46,69.5,18.5,6,4,43.5,1,1,0,0,0,0,0,NA,0,some damage @ leaf tip
3,may,8,may,2017,NA,NA,FS,nahant,46,69.5,18.5,6,5,45,30,1,1,0,1,0,0,NA,0,some damage on leaf edge
3,may,8,may,2017,NA,NA,FS,nahant,46,69.5,18.5,6,6,36,50,1,1,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,47,40.5,11.5,5,1,9.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,47,40.5,11.5,5,2,21,1,1,0,0,0,2,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,47,40.5,11.5,5,3,29,0,0,0,0,0,3,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,47,40.5,11.5,5,4,17.5,10,1,5,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,47,40.5,11.5,5,5,19.5,20,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,48,61,18,6,1,11,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,48,61,18,6,2,35,0.5,1,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,48,61,18,6,3,43,0.5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,48,61,18,6,4,37.5,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,48,61,18,6,5,36,0.5,1,0,0,1,0,0,NA,0,some damage on leaf edge
3,may,8,may,2017,NA,NA,FS,nahant,48,61,18,6,6,46,10,1,1,0,1,0,0,NA,0,some damage on leaf edge
3,may,8,may,2017,NA,NA,FS,nahant,49,47,14,5,1,7,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,49,47,14,5,2,26,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,49,47,14,5,3,33,0,0,0,0,0,1,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,49,47,14,5,4,32.5,0.5,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,49,47,14,5,5,30,10,1,0,1,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,50,37.5,12,5,1,7,0,0,0,0,0,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,50,37.5,12,5,2,22,0,0,0,0,0,1,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,50,37.5,12,5,3,25.5,0.5,1,0,0,0,0,0,NA,1,
3,may,8,may,2017,NA,NA,FS,nahant,50,37.5,12,5,4,21,1,1,0,0,1,0,0,NA,0,
3,may,8,may,2017,NA,NA,FS,nahant,50,37.5,12,5,5,25.5,1,1,0,0,1,0,0,NA,0,some damage on leaf edge
26,may,26,may,2017,NA,NA,JG,nilesbeach,1,37,9,6,1,4.5,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,1,37,9,6,2,16.5,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,1,37,9,6,3,27,10,1,0,0,0,0,0,NA,1,
26,may,26,may,2017,NA,NA,JG,nilesbeach,1,37,9,6,4,28,0,0,10,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,1,37,9,6,5,24,0,0,20,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,1,37,9,6,6,21,1,1,0,0,1,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,2,48,12,6,1,10,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,2,48,12,6,2,32,1,1,1,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,2,48,12,6,3,33.5,1,1,1,0,0,0,0,NA,1,
26,may,26,may,2017,NA,NA,JG,nilesbeach,2,48,12,6,4,36,1,1,5,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,2,48,12,6,5,28,20,1,0,0,1,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,2,48,12,6,6,22.5,40,1,0,0,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,3,53.5,16.5,6,1,3,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,3,53.5,16.5,6,2,22,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,3,53.5,16.5,6,3,36.5,10,1,0,0,0,1,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,3,53.5,16.5,6,4,37,20,1,0,0,0,1,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,3,53.5,16.5,6,5,29.5,10,1,40,0,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,3,53.5,16.5,6,6,25,10,1,0,1,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,4,47.5,12,5,1,15.5,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,4,47.5,12,5,2,28.5,0,0,0.1,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,4,47.5,12,5,3,35.5,1,1,0,0,0,1,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,4,47.5,12,5,4,34,10,1,20,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,4,47.5,12,5,5,28,10,1,0,1,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,5,50,15,5,1,11,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,5,50,15,5,2,23.5,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,5,50,15,5,3,35,0,0,0,0,0,0,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,5,50,15,5,4,31.5,1,1,10,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,5,50,15,5,5,21.5,1,1,20,0,1,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,6,41,7,6,1,10,0,0,10,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,6,41,7,6,2,18.5,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,6,41,7,6,3,30.5,0,0,10,0,0,0,0,NA,1,
26,may,26,may,2017,NA,NA,JG,nilesbeach,6,41,7,6,4,34,0,0,50,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,6,41,7,6,5,27,0,0,40,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,6,41,7,6,6,23.5,0,0,0,0,1,0,0,NA,0,6x species A egg cases
26,may,26,may,2017,NA,NA,JG,nilesbeach,7,34,7.5,5,1,8.5,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,7,34,7.5,5,2,16,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,7,34,7.5,5,3,26.5,0,0,10,0,0,0,0,NA,1,
26,may,26,may,2017,NA,NA,JG,nilesbeach,7,34,7.5,5,4,25.5,1,1,40,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,7,34,7.5,5,5,20,1,1,40,0,1,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,8,74,18,5,1,8.5,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,8,74,18,5,2,40.5,1,1,0,0,0,2,0,NA,1,
26,may,26,may,2017,NA,NA,JG,nilesbeach,8,74,18,5,3,56,1,1,10,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,8,74,18,5,4,47.5,0,0,10,0,0,2,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,8,74,18,5,5,34,1,1,5,0,1,2,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,9,32,8,5,1,6.5,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,9,32,8,5,2,13,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,9,32,8,5,3,24,0,0,1,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,9,32,8,5,4,26,1,1,0,0,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,9,32,8,5,5,19.5,0,0,40,0,1,0,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,10,30.5,8.5,4,1,26,0,0,5,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,10,30.5,8.5,4,2,22,1,1,40,0,0,1,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,10,30.5,8.5,4,3,11.5,0,0,0,1,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,10,30.5,8.5,4,4,9.5,0,0,0,1,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,11,37.5,8.5,4,1,12,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,11,37.5,8.5,4,2,13,1,1,10,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,11,37.5,8.5,4,3,29,0,0,0,0,0,1,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,11,37.5,8.5,4,4,29.5,1,1,0,0,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,12,45,11.5,5,1,9,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,12,45,11.5,5,2,33.5,0,0,5,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,12,45,11.5,5,3,21.5,0,0,0,0,0,0,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,12,45,11.5,5,4,33.5,1,1,20,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,12,45,11.5,5,5,28,1,1,0,0,0,1,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,13,42,11,6,1,9,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,13,42,11,6,2,12,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,13,42,11,6,3,19,0,0,0,0,0,0,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,13,42,11,6,4,29,1,1,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,13,42,11,6,5,31,1,1,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,13,42,11,6,6,28,1,1,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,14,45,11.5,4,1,23,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,14,45,11.5,4,2,32,1,1,5,0,0,1,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,14,45,11.5,4,3,33.5,5,1,5,0,0,0,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,14,45,11.5,4,4,27.5,1,1,0,0,1,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,15,35,10,4,1,11,0,0,0,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,15,35,10,4,2,23,0,0,1,0,0,0,0,NA,0
26,may,26,may,2017,NA,NA,JG,nilesbeach,15,35,10,4,3,25,1,1,0,0,0,0,0,NA,1
26,may,26,may,2017,NA,NA,JG,nilesbeach,15,35,10,4,4,20,1,1,20,0,1,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,16,47.5,12,5,1,9.5,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,16,47.5,12,5,2,22,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,16,47.5,12,5,3,35.5,0,0,1,0,0,0,0,NA,1,
26,may,26,may,2017,NA,NA,JG,nilesbeach,16,47.5,12,5,4,34,1,1,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,16,47.5,12,5,5,26.5,10,1,0,1,1,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,17,49.5,11.5,6,1,10,0,0,0,0,0,0,0,NA,0,
26,may,26,may,2017,NA,NA,JG,nilesbeach,17,49.5,11.5,6,2,23,0,0,0,0,0,0,0,NA,0,
