day.collected,month.collected,day.processed,month.processed,year,outplant.treatment,outplant.transect,researcher.initials,site,shoot.id,shoot.length,sheath.length,no.leaves,leaf.no,leaf.length,lesion.pc,lesion.present,grazing.scar.pc,broken.tip,below.sheath,lv.egg.case,botrylloides.pc,spirochete.worm,tissue.sample,notes
14,may,15,may,2018,NA,mid,FS,nahant,50,58.5,18.5,6,1,20,0,0,1,0,0,0,0,NA,0
14,may,15,may,2018,NA,mid,FS,nahant,50,58.5,18.5,6,2,37,0,0,5,1,0,0,0,NA,0
14,may,15,may,2018,NA,mid,FS,nahant,50,58.5,18.5,6,3,40,20,1,0,1,0,0,0,NA,1
14,may,15,may,2018,NA,mid,FS,nahant,50,58.5,18.5,6,4,32.5,1,1,1,0,0,0,0,NA,0
14,may,15,may,2018,NA,mid,FS,nahant,50,58.5,18.5,6,5,26,3,1,0,0,1,0,0,NA,0
14,may,15,may,2018,NA,mid,FS,nahant,50,58.5,18.5,6,6,28.5,20,1,0,1,1,0,0,NA,0
21,may,21,may,2018,NA,south,FS,nahant,51,58,15.5,4,1,1.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,51,58,15.5,4,2,22.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,51,58,15.5,4,3,42.5,0.1,1,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,51,58,15.5,4,4,34,1,1,1,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,52,55,16,6,1,14,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,52,55,16,6,2,35.5,0,0,5,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,52,55,16,6,3,39,1,1,3,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,52,55,16,6,4,30,0,0,10,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,52,55,16,6,5,22,1,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,52,55,16,6,6,13.5,5,1,5,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,53,45.5,13.5,7,1,8.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,53,45.5,13.5,7,2,20,0,0,0,0,0,1,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,53,45.5,13.5,7,3,32,1,1,5,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,53,45.5,13.5,7,4,28.5,1,1,15,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,53,45.5,13.5,7,5,8.5,0,0,10,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,53,45.5,13.5,7,6,20,1,1,3,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,53,45.5,13.5,7,7,15.5,15,1,0,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,54,63,17.5,7,1,8.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,54,63,17.5,7,2,27.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,54,63,17.5,7,3,45.5,0,0,20,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,54,63,17.5,7,4,38.5,1,1,5,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,54,63,17.5,7,5,28,1,1,1,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,54,63,17.5,7,6,21,1,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,54,63,17.5,7,7,33,5,1,0,0,1,1,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,55,54,16.5,6,1,2.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,55,54,16.5,6,2,20.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,55,54,16.5,6,3,37.5,0,0,5,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,55,54,16.5,6,4,37.5,3,1,10,1,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,55,54,16.5,6,5,15,10,1,30,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,55,54,16.5,6,6,19,1,1,20,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,56,57.5,14,6,1,10.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,56,57.5,14,6,2,35,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,56,57.5,14,6,3,43.5,0,0,1,1,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,56,57.5,14,6,4,37.5,0,0,10,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,56,57.5,14,6,5,27.5,0,0,0,0,1,1,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,56,57.5,14,6,6,26.5,1,1,1,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,57,59.5,16.5,7,1,3,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,57,59.5,16.5,7,2,27.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,57,59.5,16.5,7,3,43,0,0,0,0,0,1,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,57,59.5,16.5,7,4,40,1,1,10,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,57,59.5,16.5,7,5,27,1,1,10,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,57,59.5,16.5,7,6,10.5,5,1,1,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,57,59.5,16.5,7,7,22,0,0,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,58,33.5,10.5,6,1,8,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,58,33.5,10.5,6,2,20,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,58,33.5,10.5,6,3,23,1,1,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,58,33.5,10.5,6,4,19,1,1,1,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,58,33.5,10.5,6,5,16,1,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,58,33.5,10.5,6,6,19,20,1,0,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,59,48,13.5,7,1,4,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,59,48,13.5,7,2,24,0,0,1,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,59,48,13.5,7,3,34.5,1,1,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,59,48,13.5,7,4,30.5,5,1,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,59,48,13.5,7,5,22.5,0.1,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,59,48,13.5,7,6,11,15,1,20,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,59,48,13.5,7,7,30.5,40,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,60,51,16.5,6,1,14.5,0,0,1,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,60,51,16.5,6,2,34.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,60,51,16.5,6,3,32,0,0,5,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,60,51,16.5,6,4,19.5,0,0,5,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,60,51,16.5,6,5,21,3,1,5,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,60,51,16.5,6,6,19.5,1,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,61,34,8,7,1,1.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,61,34,8,7,2,13,0,0,0,0,0,1,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,61,34,8,7,3,23.5,0,0,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,61,34,8,7,4,26,1,1,3,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,61,34,8,7,5,23.5,5,1,5,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,61,34,8,7,6,15.5,10,1,5,0,1,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,61,34,8,7,7,13,40,1,5,1,1,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,62,54.5,14,5,1,6.5,0,0,0,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,62,54.5,14,5,2,24.5,0,0,1,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,62,54.5,14,5,3,40.5,0,0,0,0,0,0,0,0,1,
21,may,21,may,2018,NA,south,FS,nahant,62,54.5,14,5,4,36,1,1,1,0,0,0,0,0,0,snail egg case B = 12
21,may,21,may,2018,NA,south,FS,nahant,62,54.5,14,5,5,29,10,1,5,0,1,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,63,31,8.5,5,1,14.5,0,0,0,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,63,31,8.5,5,2,17,0,0,0,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,63,31,8.5,5,3,22.5,0,0,0,0,0,0,0,0,1,
21,may,21,may,2018,NA,south,FS,nahant,63,31,8.5,5,4,19,5,1,0,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,63,31,8.5,5,5,16,1,1,0,0,0,1,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,64,52.5,12.5,6,1,8,0,0,0,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,64,52.5,12.5,6,2,28,0,0,0,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,64,52.5,12.5,6,3,40,1,1,1,0,0,0,0,0,1,
21,may,21,may,2018,NA,south,FS,nahant,64,52.5,12.5,6,4,35.5,5,1,15,0,0,0,0,0,0,
21,may,21,may,2018,NA,south,FS,nahant,64,52.5,12.5,6,5,33,1,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,64,52.5,12.5,6,6,13.5,40,1,10,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,65,47,12.5,6,1,0.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,65,47,12.5,6,2,15.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,65,47,12.5,6,3,31,0,0,1,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,65,47,12.5,6,4,34.5,5,1,1,0,0,2,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,65,47,12.5,6,5,30,5,1,10,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,65,47,12.5,6,6,19.5,5,1,5,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,66,61,15.5,6,1,15.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,66,61,15.5,6,2,34.5,0,0,1,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,66,61,15.5,6,3,45.5,0,0,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,66,61,15.5,6,4,23,0,0,5,1,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,66,61,15.5,6,5,11,1,1,10,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,66,61,15.5,6,6,18.5,1,1,1,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,67,63,20,6,1,17,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,67,63,20,6,2,38.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,67,63,20,6,3,43,1,1,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,67,63,20,6,4,29,10,1,5,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,67,63,20,6,5,20.5,1,1,1,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,67,63,20,6,6,14.5,30,1,1,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,68,43.5,11,7,1,2,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,68,43.5,11,7,2,16,0,0,1,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,68,43.5,11,7,3,26.5,0,0,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,68,43.5,11,7,4,32.5,1,1,3,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,68,43.5,11,7,5,19.5,1,1,10,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,68,43.5,11,7,6,17,10,1,5,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,68,43.5,11,7,7,15.5,20,1,10,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,69,64,16,6,1,4,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,69,64,16,6,2,24.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,69,64,16,6,3,48,1,1,5,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,69,64,16,6,4,18,1,1,5,1,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,69,64,16,6,5,31,1,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,69,64,16,6,6,22.5,3,1,0,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,70,63,17,5,1,1,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,70,63,17,5,2,25,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,70,63,17,5,3,46,0,0,1,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,70,63,17,5,4,45,1,1,2,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,70,63,17,5,5,35,0,0,15,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,71,36,10,6,1,1,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,71,36,10,6,2,12.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,71,36,10,6,3,25,0,0,1,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,71,36,10,6,4,26,3,1,8,0,0,1,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,71,36,10,6,5,23,1,1,5,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,71,36,10,6,6,24.5,40,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,72,70.5,18.5,6,1,3,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,72,70.5,18.5,6,2,29,0,0,0,0,0,1,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,72,70.5,18.5,6,3,52,0,0,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,72,70.5,18.5,6,4,46,1,1,10,0,0,1,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,72,70.5,18.5,6,5,35,1,1,1,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,72,70.5,18.5,6,6,25,5,1,5,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,73,62,17,6,1,2.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,73,62,17,6,2,25,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,73,62,17,6,3,45,1,1,0,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,73,62,17,6,4,41.5,5,1,5,1,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,73,62,17,6,5,32.5,1,1,5,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,73,62,17,6,6,19.5,10,1,5,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,74,58.5,17.5,7,1,1,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,74,58.5,17.5,7,2,19,0.5,1,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,74,58.5,17.5,7,3,39,0.1,1,1,0,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,74,58.5,17.5,7,4,41,1,1,10,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,74,58.5,17.5,7,5,16,0,0,5,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,74,58.5,17.5,7,6,3,20,1,50,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,74,58.5,17.5,7,7,25,5,1,0,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,75,51,16,6,1,11.5,0,0,0,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,75,51,16,6,2,35,0,0,3,0,0,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,75,51,16,6,3,31,0,0,1,1,0,0,0,0,1
21,may,21,may,2018,NA,south,FS,nahant,75,51,16,6,4,34,1,1,10,0,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,75,51,16,6,5,16,20,1,10,1,1,0,0,0,0
21,may,21,may,2018,NA,south,FS,nahant,75,51,16,6,6,26,1,1,0,0,1,2,0,0,0
8,may,9,may,2018,NA,north,TH,nilesbeach,1,37,10,6,1,5.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,1,37,10,6,2,18.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,1,37,10,6,3,27,1,1,1,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,1,37,10,6,4,23,8,1,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,1,37,10,6,5,15.5,20,1,15,1,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,1,37,10,6,6,5,5,1,3,1,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,1,5.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,2,13.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,3,22,0,0,0,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,4,28.5,3,1,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,5,27,10,1,10,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,6,24,10,1,25,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,7,16,50,1,25,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,2,42.5,14,8,8,15,100,1,5,1,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,3,46,13.5,6,1,1,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,3,46,13.5,6,2,14,5,1,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,3,46,13.5,6,3,28,0,0,0,0,0,1,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,3,46,13.5,6,4,30.5,0,0,20,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,3,46,13.5,6,5,32.5,5,1,10,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,3,46,13.5,6,6,20,15,1,50,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,4,38,11,5,1,0.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,4,38,11,5,2,13.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,4,38,11,5,3,27,2,1,5,0,0,3,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,4,38,11,5,4,26.5,1,1,10,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,4,38,11,5,5,24,5,1,2,0,1,2,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,5,36,9,6,1,4,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,5,36,9,6,2,16,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,5,36,9,6,3,27,0,0,0,0,0,1,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,5,36,9,6,4,23,10,1,15,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,5,36,9,6,5,16,5,1,2,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,5,36,9,6,6,9.5,2,1,0,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,6,37.5,14,7,1,4.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,6,37.5,14,7,2,14.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,6,37.5,14,7,3,20.5,0,0,0,0,0,1,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,6,37.5,14,7,4,23.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,6,37.5,14,7,5,20,0,0,5,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,6,37.5,14,7,6,16.5,1,1,5,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,6,37.5,14,7,7,14.5,10,1,0,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,7,35,9.5,6,1,9.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,7,35,9.5,6,2,20,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,7,35,9.5,6,3,25.5,0,0,0,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,7,35,9.5,6,4,24,5,1,5,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,7,35,9.5,6,5,17.5,3,1,5,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,7,35,9.5,6,6,11.5,2,1,1,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,8,21.5,5.5,5,1,5.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,8,21.5,5.5,5,2,13,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,8,21.5,5.5,5,3,16,5,1,35,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,8,21.5,5.5,5,4,15.5,2,1,80,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,8,21.5,5.5,5,5,11.5,0,0,85,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,9,46,14.5,6,1,8,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,9,46,14.5,6,2,22.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,9,46,14.5,6,3,26.5,5,1,5,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,9,46,14.5,6,4,31.5,0,0,5,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,9,46,14.5,6,5,14.5,8,1,5,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,9,46,14.5,6,6,19,5,1,10,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,10,36.5,8,7,1,1.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,10,36.5,8,7,2,12.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,10,36.5,8,7,3,23.5,0,0,0,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,10,36.5,8,7,4,25,0,0,50,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,10,36.5,8,7,5,28.5,3,1,10,1,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,10,36.5,8,7,6,20,5,1,25,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,10,36.5,8,7,7,4.5,50,1,15,1,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,11,30.5,7.5,5,1,1.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,11,30.5,7.5,5,2,14,1,1,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,11,30.5,7.5,5,3,23,2,1,2,0,0,1,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,11,30.5,7.5,5,4,22,50,1,10,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,11,30.5,7.5,5,5,18.5,15,1,10,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,12,27,7.5,7,1,2,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,12,27,7.5,7,2,11.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,12,27,7.5,7,3,19,0,0,3,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,12,27,7.5,7,4,19.5,0,0,3,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,12,27,7.5,7,5,16.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,12,27,7.5,7,6,10.5,1,1,0,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,12,27,7.5,7,7,5.5,0,0,50,0,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,13,34.5,10,7,1,1,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,13,34.5,10,7,2,14.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,13,34.5,10,7,3,23.5,0,0,0,0,0,0,0,NA,1
8,may,9,may,2018,NA,north,TH,nilesbeach,13,34.5,10,7,4,20.5,5,1,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,13,34.5,10,7,5,24.5,35,1,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,13,34.5,10,7,6,16.5,2,1,1,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,13,34.5,10,7,7,7.5,5,1,10,1,1,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,14,34.5,9,7,1,0.5,0,0,0,0,0,0,0,NA,0
8,may,9,may,2018,NA,north,TH,nilesbeach,14,34.5,9,7,2,12,0,0,0,0,0,0,0,NA,0
